crops,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 
R9000,T,IT	: 	: 	: 	: 	: 	5254 	2527 	5253 	57999 	: 	3705 
R9000,T,LT	: 	: 	27 	48 	80 	78 	263 	316 	362 	235 	308 
R9000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
R9000,T,LV	: 	: 	760 	920 	: 	991 	962 	1208 	1353 	1506 	1751 
R9000,T,ME	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
R9000,T,MT	: 	: 	1 	1 	1 	1 	0 	0 	0 	: 	: 
R9000,T,NL	: 	: 	4895 	3360 	3532 	3000 	: n	: 	: 	: 	: 
R9000,T,NO	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
R9000,T,PL	: 	: 	1371 	2177 	1125 	1583 	1328 	1438 	1553 	1420 	748 
R9000,T,RO	: 	: 	1 	14 	8 	29 	4 	60 	29 	37 	: 
R9000,T,RS	: 	: 	11 	20 	36 	44 	101 	0 	0 	3 	: 
R9000,T,SE	: 	: 	: 	: 	: 	: 	: n	: n	: 	: 	: 
R9000,T,SI	: 	: 	199 	241 	276 	201 	151 	219 	177 	115 	96 
R9000,T,SK	: 	: 	7 	2 	2 	65 	4 	14 	13 	64 	18 
R9000,T,TR	: 	: 	11 	0 	0 	0 	0 	0 	0 	0 	: 
R9000,T,UK	: 	: 	: 	: 	: 	: c	0 n	: n	0 	0 	: 
S0000,T,AL	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S0000,T,BE	: 	286 	404 	1102 	490 	315 	275 	: 	: 	: 	: 
S0000,T,BG	1475 	1406 	1146 	1593 	1845 	960 	680 	510 	447 	15 	: 
S0000,T,CY	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
S0000,T,CZ	: 	20 	15 	5 	4 	3 	4 	6 	4 	10 	9 
S0000,T,DE	3248 	3288 	3318 e	3763 e	3855 e	2587 	3352 	3000 	4176 	6721 	6746 
S0000,T,EE	52 	57 	52 	46 	31 	32 	37 	28 	23 	33 	42 
S0000,T,EL	: 	: 	250 	286 	172 	819 	191 	708 	634 	265 	: 
S0000,T,ES	: 	4684 	5174 	5130 	4908 	4519 	5078 	3836 	3883 	2561 	2315 
S0000,T,FI	: 	411 	382 	406 	353 	346 	288 	336 	246 	220 	254 
S0000,T,HR	: 	34 	27 	27 	36 	24 	22 	32 	20 	7 	9 
S0000,T,HU	: 	50 e	36 	55 	37 	26 	9 	4 	7 	7 	9 
S0000,T,IE	: 	5 	5 	2 	2 	2 	2 	2 	: 	: 	: 
S0000,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
S0000,T,IT	: 	: 	: 	: 	: 	908 	1523 	926 	1215 	: 	1756 
S0000,T,LT	: 	12 	15 	13 	12 	14 	13 	21 	23 	21 	24 
S0000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
S0000,T,LV	: 	101 	71 	67 	: 	160 	120 	52 	352 	74 	75 
S0000,T,ME	0 	1 	: 	: 	0 	: 	: 	: 	: 	: 	: 
S0000,T,MK	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S0000,T,MT	: 	2 	2 	1 	1 	1 	0 	0 	0 	0 	: 
S0000,T,NL	: 	448 e	130 	180 	134 	243 	454 e	232 	: 	: 	: 
S0000,T,NO	: 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S0000,T,PL	: 	6512 	8013 	7443 	7091 	5183 	6007 	5943 	4999 	4298 	3809 
S0000,T,RO	: 	271 	123 	47 	20 	125 	31 	23 	20 	0 	: 
S0000,T,RS	: 	: 	336 	75 	81 	34 	94 	143 	126 	: 	: 
S0000,T,SE	: 	390 	338 	375 	: 	: 	: 	: 	: 	: 	: 
S0000,T,SI	: 	: 	59 	55 	54 	38 	24 	28 	27 	15 	11 
S0000,T,SK	: 	256 e	324 	328 	352 	191 	218 	240 	219 	131 	: 
S0000,T,TR	: 	4511 	4682 	5797 	5022 	4424 	9371 	6231 	4059 	4105 	: 
S0000,T,UK	: 	: 	: 	245 	0 	273 	158 	241 	124 	208 	: 
T0000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T0000,T,BE	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
T0000,T,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
T0000,T,CY	: 	1310 	1106 	1189 	832 	868 	679 	794 	758 	1173 	: 
T0000,T,CZ	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 
T0000,T,DE	0 n	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
T0000,T,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
T0000,T,EL	: 	: 	24475 	34190 	26543 	38930 	37823 	69516 	71728 	33965 	: 
T0000,T,ES	: 	494197 	417211 	355986 	344896 	160923 	142418 	132758 	139448 	111706 	120810 
T0000,T,FI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
T0000,T,HR	: 	84 	59 	93 	76 	55 	59 	37 	0 	0 	0 
T0000,T,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
T0000,T,IE	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
T0000,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
T0000,T,IT	: 	: 	: 	: 	: 	907664 	686075 	524990 	354453 	: 	478290 
T0000,T,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
T0000,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
T0000,T,LV	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	: 
T0000,T,ME	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T0000,T,MK	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
T0000,T,MT	: 	2 	1 	1 	0 n	1 	0 	1 	0 	: 	: 
T0000,T,NL	: 	0 	0 	0 	0 	0 	0 e	0 	: 	: 	: 
T0000,T,NO	: 	0 	0 	: 	: 	: 	: 	: 	0 	0 	: 
T0000,T,PL	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 
T0000,T,RO	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
T0000,T,RS	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
T0000,T,SE	: 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 
T0000,T,SI	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
T0000,T,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
T0000,T,TR	: 	10603 	8529 	4962 	4294 	6792 	6589 	4444 	6140 	5699 	: 
T0000,T,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 n	0 	: 
T1000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,BG	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,CY	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,CZ	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,DE	0 n	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,EE	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,ES	: 	198658 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,FI	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,LT	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,LU	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,LV	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,ME	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,NL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,NO	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,SE	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,SK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T1000,T,TR	: 	5134 	: 	: 	: 	: 	: 	: 	: 	: 	: 
U1000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
U1000,T,BE	: 	0 n	: 	: 	: n	: n	: n	: 	: 	: 	: 
U1000,T,BG	2 	62 	54 	24 	51 	30 	16 	11 	15 	0 	: 
U1000,T,CY	: 	7 	0 	0 	0 	0 	0 	0 	0 	0 	: 
U1000,T,CZ	: 	6 	3 	6 	3 	3 	1 	0 	1 	1 	0 
U1000,T,DE	9640 	9094 	10597 	9145 	9301 	8802 	6942 	6269 	6936 	11661 	10878 
U1000,T,EE	10 	3 	2 	2 	3 	0 	0 	0 	0 	0 	: 
U1000,T,EL	: 	: 	119 	81 	87 	86 	37 	15 	174 	48 	: 
U1000,T,ES	: 	171 	179 	231 	51 	199 	174 	44 	337 	437 	394 
U1000,T,FI	: 	0 	: 	: 	: n	: n	: n	: n	: n	0 	: 
U1000,T,HR	: 	17 	17 	12 	10 	10 	11 	0 	17 	15 	2 
U1000,T,HU	: 	43 e	76 	297 	305 	25 	26 	0 	28 	: 	2 
U1000,T,IE	: 	671 	6 	2 	2 	0 	0 	0 	: 	: 	: 
U1000,T,IS	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 
U1000,T,IT	: 	: 	: 	: 	: 	53 	381 	111 	577 	: 	701 
U1000,T,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
U1000,T,LU	: 	0 	0 	0 	0 	0 	0 	: 	: n	0 	: n
U1000,T,LV	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 
U1000,T,ME	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
U1000,T,MK	: 	0 n	: 	: 	: 	: 	0 	: 	: 	: 	: 
U1000,T,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
U1000,T,NL	: 	: 	: 	: 	: 	: n	: n	: 	: 	: 	: 
U1000,T,NO	: 	0 	0 	: 	: 	: 	: 	: 	0 	0 	: 
U1000,T,PL	: 	4239 	4395 	1619 	648 	230 	0 	0 	: 	0 	: 
U1000,T,RO	: 	127 	294 	0 	0 	0 	0 	0 	0 	0 	: 
U1000,T,RS	: 	: 	0 	0 	0 	0 	0 	0 	0 	8 	: 
U1000,T,SE	: 	890 e	752 e	: 	: 	: 	: n	: n	: 	: 	: 
U1000,T,SI	: 	: 	25 	0 n	0 n	: 	21 	6 	8 	6 	4 
U1000,T,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
U1000,T,TR	: 	4 	51 	1 	0 	1 	0 	0 	10 	0 	: 
U1000,T,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 
V0000,T,AL	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000,T,BE	: 	91606 	75412 	71002 	42085 	31889 	22746 	: 	: 	: 	: 
V0000,T,BG	8679 	11032 	13185 	20179 	18344 	6026 	13121 	12112 	9705 	5428 	: 
V0000,T,CY	: 	1145 	2329 	1825 	715 	786 	637 	669 	656 	779 	: 
V0000,T,CZ	: 	1373 	1094 	1890 	1994 	1541 	912 	1453 	1158 	1602 	1272 
V0000,T,DE	430987 	476701 	403659 e	356091 e	293393 e	337220 	299493 	253708 	272116 	244473 	263140 
V0000,T,EE	568 	599 	828 	643 	536 	619 	582 	585 	671 	687 	535 
V0000,T,EL	: 	: 	42351 	49295 	36112 	39776 	34022 	63645 	138549 	55099 	: 
V0000,T,ES	: 	549572 	562425 	500245 	488581 	323273 	286075 	217148 	202737 	154409 	184444 
V0000,T,FI	: 	4972 	4906 	4442 	3611 	3033 	2942 	2911 	3528 	2839 	2616 
V0000,T,HR	: 	1169 	1009 	1474 	2115 	1403 	1409 	1372 	864 	390 	827 
V0000,T,HU	: 	27348 e	27253 	23815 	27589 	15047 	10562 	9200 	9876 	11563 	10107 
V0000,T,IE	: 	2936 e	3292 	3638 	4041 	3831 	4072 	2923 	: 	: 	: 
V0000,T,IS	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 
V0000,T,IT	: 	: 	1095675 p	: 	: 	250564 	435979 	252255 	251174 	: 	1464284 
V0000,T,LT	: 	3484 	3868 	2956 	2140 	2736 	1188 	953 	625 	580 	596 
V0000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
V0000,T,LV	: 	2298 	3953 	2825 	: 	2025 	2291 	1819 	2193 	3006 	704 
V0000,T,ME	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000,T,MK	: 	160 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000,T,MT	: 	22 	22 	17 	20 	11 	14 	23 	1 	: 	: 
V0000,T,NL	: 	299542 	300344 	285823 	256967 	239154 	195359 e	420841 	: 	: 	: 
V0000,T,NO	: 	2845 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000,T,PL	: 	86387 	89036 	70398 	50557 	50627 	45798 	35088 	30216 	23888 	19792 
V0000,T,RO	: 	3632 	3406 	1892 	1968 	3189 	3321 	3639 	2315 	: 	: 
V0000,T,RS	: 	: 	2101 	1488 	1850 	1166 	2667 	3417 	1487 	1130 	: 
V0000,T,SE	: 	72022 	70132 	66943 	: 	: 	: 	: 	: 	: 	: 
V0000,T,SI	: 	: 	1641 	1740 	1780 	1478 	1746 	1573 	1411 	1218 	702 
V0000,T,SK	: 	182 e	323 	348 	498 	447 	824 	759 	781 	968 	: 
V0000,T,TR	: 	31193 	35633 	38290 	42279 	39900 	32943 	23720 	28346 	33654 	: 
V0000,T,UK	: 	: 	: 	53169 	42607 	42967 	42319 	43907 	44735 	25387 	: 
V0000_S0000,T,AL	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000_S0000,T,BE	: 	91891 	75816 	72104 	42575 	32204 	23021 	: 	: 	: 	: 
V0000_S0000,T,BG	10153 	12438 	14331 	21773 	20189 	6986 	13800 	12622 	10152 	5443 	: 
V0000_S0000,T,CY	: 	1145 	2329 	1825 	715 	786 	637 	669 	656 	779 	: 
V0000_S0000,T,CZ	: 	1394 	1109 	1895 	1998 	1544 	917 	1458 	1162 	1613 	1281 
V0000_S0000,T,DE	434235 	479988 	406977 	359854 	297248 	339807 	302845 	256708 	276292 	262855 	: 
V0000_S0000,T,EE	620 	656 	880 	689 	567 	652 	619 	613 	694 	720 	: 
V0000_S0000,T,EL	: 	: 	42601 	49581 	36284 	40595 	34213 	64353 	139182 	55412 	: 
V0000_S0000,T,ES	: 	554256 	567599 	505376 	493489 	327792 	291153 	220983 	206620 	157407 	: 
V0000_S0000,T,FI	: 	5383 	5288 	4848 	3964 	3379 	3230 	3247 	3774 	3060 	2870 
V0000_S0000,T,HR	: 	1203 	1036 	1501 	2151 	1427 	1431 	1404 	884 	413 	: 
V0000_S0000,T,HU	: 	27398 e	27289 	23870 	27626 	15073 	10571 	9204 	9883 	11570 	10118 
V0000_S0000,T,IE	: 	2941 e	3297 	3640 	4043 	3833 	4074 	2925 	: 	: 	: 
V0000_S0000,T,IS	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 
V0000_S0000,T,IT	: 	: 	: 	: 	: 	251472 	437502 	253181 	252389 	: 	1466741 
V0000_S0000,T,LT	: 	3497 	3883 	2969 	2152 	2750 	1201 	975 	648 	601 	621 
V0000_S0000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
V0000_S0000,T,LV	: 	2399 	4024 	2893 	: 	2186 	2411 	1871 	2545 	3079 	779 
V0000_S0000,T,ME	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000_S0000,T,MK	: 	161 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000_S0000,T,MT	: 	24 	24 	18 	21 	12 	14 	23 	1 	: 	: 
V0000_S0000,T,NL	: 	299990 	300474 	286003 	257101 	239397 	195813 e	421073 	: 	: 	: 
V0000_S0000,T,NO	: 	2889 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V0000_S0000,T,PL	: 	92899 	97050 	77841 	57649 	55810 	51805 	41031 	35216 	28185 	23601 
V0000_S0000,T,RO	: 	3903 	3529 	1939 	1988 	3315 	3352 	3663 	2336 	: 	: 
V0000_S0000,T,RS	: 	: 	2437 	1563 	1931 	1200 	2761 	3560 	1614 	1158 	: 
V0000_S0000,T,SE	: 	72412 	70470 	67319 	: 	: 	: 	: 	: 	: 	: 
V0000_S0000,T,SI	: 	: 	1700 	1795 	1834 	1516 	1770 	1601 	1438 	1239 	: 
V0000_S0000,T,SK	: 	438 	647 	676 	850 	638 	1043 	999 	1000 	1099 	: 
V0000_S0000,T,TR	: 	35704 	40315 	44087 	47301 	44324 	42314 	29951 	32405 	37759 	: 
V0000_S0000,T,UK	: 	: 	: 	53414 	42607 	43240 	42477 	44148 	44859 	25596 	: 
V1000,T,BE	: 	: 	3451 	3228 	2085 	1846 	1627 	: 	: 	: 	: 
V1000,T,BG	: 	: 	119 	81 	107 	225 	69 	96 	18 	0 	: 
V1000,T,CY	: 	: 	468 	340 	200 	150 	128 	138 	125 	0 	: 
V1000,T,CZ	: 	: 	41 	35 	40 	34 	42 	46 	34 	138 	71 
V1000,T,DE	: 	: 	45365 e	39729 e	39601 e	51242 	39453 	42164 	50185 	43640 	42811 
V1000,T,EE	: 	: 	80 	5 	5 	17 	14 	0 	1 	2 	18 
V1000,T,EL	: 	: 	3671 	2608 	1969 	2275 	1969 	2925 	3041 	6629 	: 
V1000,T,ES	: 	: 	59953 	57887 	50617 	30514 	35269 	27074 	26129 	18934 	18226 
V1000,T,FI	: 	: 	712 	592 	410 	530 	297 	338 	558 	342 	399 
V1000,T,HR	: 	: 	90 	35 	84 	49 	127 	82 	62 	25 	28 
V1000,T,HU	: 	: 	264 	2064 	204 	475 	205 	210 	158 	210 	123 
V1000,T,IE	: 	: 	208 	504 	517 	555 	619 	134 	: 	: 	: 
V1000,T,IS	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
V1000,T,IT	: 	: 	: 	: 	: 	68620 	32926 	10577 	9541 	: 	107434 
V1000,T,LT	: 	: 	174 	137 	106 	115 	86 	112 	80 	58 	: 
V1000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
V1000,T,LV	: 	: 	202 	238 	: 	278 	261 	274 	273 	316 	132 
V1000,T,MT	: 	: 	7 	6 	3 	1 	2 	5 	1 	: 	: 
V1000,T,NL	: 	: 	23566 	22855 	20615 	23533 	19850 e	18514 	: 	: 	: 
V1000,T,PL	: 	: 	11334 	11879 	4697 	4146 	3255 	2636 	2874 	1774 	1437 
V1000,T,RO	: 	: 	92 	48 	69 	30 	472 	113 	74 	185 	: 
V1000,T,RS	: 	: 	232 	232 	282 	195 	315 	471 	450 	206 	: 
V1000,T,SE	: 	: 	5377 	5853 	: 	: 	: 	: 	: 	: 	: 
V1000,T,SI	: 	: 	158 	160 	113 	106 	122 	145 	122 	24 	6 
V1000,T,SK	: 	: 	1 	0 n	1 	0 	0 	0 	72 	1 	: 
V1000,T,TR	: 	: 	1416 	1000 	1849 	1233 	819 	678 	2605 	842 	: 
V1000,T,UK	: 	: 	: 	20764 	13947 	14021 	13751 	14134 	16887 	2444 	: 
V2000,T,AL	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V2000,T,BE	: 	8951 	4468 	3934 	3279 	2424 	2111 	: 	: 	: 	: 
V2000,T,BG	12 	21 	32 	407 	74 	125 	75 	232 	46 	39 	: 
V2000,T,CY	: 	460 	739 	543 	289 	272 	212 	218 	177 	438 	: 
V2000,T,CZ	: 	8 	6 	14 	34 	20 	12 	25 	13 	12 	15 
V2000,T,DE	45287 	49598 	45099 e	38974 e	38572 e	38268 	36908 	32710 	33276 	36828 	33429 
V2000,T,EE	47 	50 	40 	23 	48 	39 	44 	40 	24 	0 	: 
V2000,T,EL	: 	: 	6146 	7060 	6416 	4584 	4574 	5796 	13489 	6509 	: 
V2000,T,ES	: 	41124 	40646 	44948 	35405 	30033 	42214 	27217 	26642 	21142 	20762 
V2000,T,FI	: 	987 	: 	: 	: n	: n	: n	: n	: n	0 	: 
V2000,T,HR	: 	116 	60 	46 	69 	68 	90 	92 	68 	69 	40 
V2000,T,HU	: 	1640 e	672 	1337 	1254 	1635 	738 	515 	534 	494 	570 
V2000,T,IE	: 	58 e	32 	28 	42 	30 	132 	106 	: 	: 	: 
V2000,T,IS	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 
V2000,T,IT	: 	: 	: 	: 	: 	56324 	54808 	36078 	35935 	: 	274772 
V2000,T,LT	: 	51 	0 	0 	0 	0 	0 	0 	0 	0 	: 
V2000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
V2000,T,LV	: 	42 	50 	105 	: 	34 	46 	56 	34 	39 	10 
V2000,T,ME	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 
V2000,T,MK	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V2000,T,MT	: 	4 	5 	3 	4 	2 	2 	4 	0 	: 	: 
V2000,T,NL	: 	33614 	21882 	27890 	34696 	21803 	21169 e	19792 	: 	: 	: 
V2000,T,NO	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
V2000,T,PL	: 	10100 	10675 	11159 	9040 	7509 	4177 	3481 	3672 	5127 	2596 
V2000,T,RO	: 	86 	20 	19 	28 	213 	102 	46 	47 	45 	: 
V2000,T,RS	: 	: 	66 	100 	156 	111 	53 	347 	86 	42 	: 
V2000,T,SE	: 	4190 	3158 	2845 	: 	: 	: 	: 	: 	: 	: 
V2000,T,SI	: 	: 	182 	181 	112 	87 	98 	97 	117 	17 	9 
V2000,T,SK	: 	: 	182 	292 	378 	0 	0 	643 	668 	926 	: 
V2000,T,TR	: 	6882 	1761 	1259 	631 	998 	1543 	739 	1763 	1956 	: 
V2000,T,UK	: 	: 	: 	10943 	6656 	4762 	5547 	6535 	7807 	2101 	: 
V3000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3000,T,BE	: 	36712 	33144 	31590 	10332 	10361 	6185 	: 	: 	: 	: 
V3000,T,BG	7473 	9574 	11336 	18253 	15817 	4540 	12675 	11515 	9504 	5121 	: 
V3000,T,CY	: 	241 	375 	272 	156 	135 	108 	113 	120 	230 	: 
V3000,T,CZ	: 	302 	290 	545 	259 	188 	598 	185 	178 	239 	972 
V3000,T,DE	68450 	64555 	59313 e	64748 e	50257 e	48858 	43892 	36477 	39737 	35726 	42275 
V3000,T,EE	16 	43 	40 	31 	12 	9 	17 	4 	32 	21 	28 
V3000,T,EL	: 	: 	26103 	30625 	19211 	24116 	19211 	44591 	68182 	22111 	: 
V3000,T,ES	: 	343997 	355352 	300102 	290897 	197057 	149802 	112836 	103254 	87444 	104882 
V3000,T,FI	: 	826 	: 	: 	: n	: n	: n	: n	: n	0 	: 
V3000,T,HR	: 	513 	488 	981 	929 	743 	523 	386 	518 	179 	156 
V3000,T,HU	: 	3141 e	4887 	1417 	6457 	2421 	2675 	1876 	2249 	2188 	2221 
V3000,T,IE	: 	60 e	90 	80 	16 	130 	23 	19 	: 	: 	: 
V3000,T,IS	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
V3000,T,IT	: 	: 	: 	: 	: 	141 	254278 	149783 	152695 	: 	697446 
V3000,T,LT	: 	998 	843 	209 	124 	136 	85 	22 	33 	55 	: 
V3000,T,LU	: 	: 	: 	: 	: n	: n	: n	: n	: n	: n	: n
V3000,T,LV	: 	1306 	1206 	1192 	: 	600 	913 	579 	548 	505 	188 
V3000,T,ME	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3000,T,MK	: 	42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3000,T,MT	: 	1 	2 	1 	5 	2 	3 	8 	0 	: 	: 
V3000,T,NL	: 	30645 e	37550 	39485 	33739 	28111 	29293 e	271280 	: 	: 	: 
V3000,T,NO	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3000,T,PL	: 	24519 	22652 	15771 	16199 	15099 	13769 	10739 	9720 	6635 	7480 
V3000,T,RO	: 	1399 	1776 	1506 	1110 	1631 	957 	1176 	1298 	1963 	: 
V3000,T,RS	: 	: 	500 	465 	668 	348 	1384 	740 	380 	470 	: 
V3000,T,SE	: 	1846 	2348 	2742 	: 	: 	: 	: 	: 	: 	: 
V3000,T,SI	: 	: 	233 	338 	576 	272 	200 	249 	288 	32 	2 
V3000,T,SK	: 	182 e	58 	46 	101 	0 	32 	17 	16 	17 	: 
V3000,T,TR	: 	6981 	10400 	29587 	31105 	25534 	20147 	14204 	18699 	20305 	: 
V3000,T,UK	: 	: 	: 	: 	: 	0 n	: n	: n	0 n	0 	: 
V3100,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,BG	901 	1036 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,CZ	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,DE	11009 	10421 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,EE	3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,ES	: 	85763 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,FI	: 	826 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,LT	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,LV	: 	62 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,ME	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,MK	: 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,NL	: 	10017 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,NO	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,RO	: 	661 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,SE	: 	601 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V3100,T,SK	: 	6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
V4000,T,AL	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
V4000,T,BE	: 	27510 	21214 	17364 	10214 	5728 	4637 	: 	: 	: 	: 
V4000,T,BG	932 	1089 	1376 	816 	1740 	645 	53 	230 	128 	1 	: 
V4000,T,CY	: 	210 	372 	399 	2 	141 	104 	109 	140 	0 	: 
V4000,T,CZ	: 	1029 	750 	1219 	1563 	1245 	255 	1168 	929 	1196 	208 
V4000,T,DE	239030 	266845 	218524 e	183253 e	143956 e	172266 	159271 	125870 	132542 	113958 	128812 
V4000,T,EE	220 	206 	408 	175 	139 	122 	257 	147 	199 	310 	64 
V4000,T,EL	: 	: 	2940 	5270 	5534 	6616 	5300 	8694 	11089 	17610 	: 
V4000,T,ES	: 	62690 	70168 	67879 	80867 	32984 	41763 	36197 	25457 	20721 	22235 
V4000,T,FI	: 	2815 	3652 	3501 	3121 	2367 	2565 	2538 	2924 	2454 	2178 
V4000,T,HR	: 	428 	314 	336 	428 	383 	576 	556 	197 	95 	558 
V4000,T,HU	: 	2333 e	2103 	689 	942 	1039 	883 	903 	633 	445 	443 
V4000,T,IE	: 	1621 e	2020 	2300 	2680 	1382 	1888 	1295 	: 	: 	: 
V4000,T,IS	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
V4000,T,IT	: 	: 	: 	: 	: 	35840 	24148 	17401 	17292 	: 	: 
